ID;Mag (I);Mag (V);Period;Uncertainty Period;A.Mag (V);A.Mag (I);Dis. Mod. W;Distance 1;Distance2;Distance 3;Distance 1 +;Distance 1 -;Distance 2 +;Distance 2 -;Distance 3 +;Distance 3 -
OGLE-LMC-CEP-2648;14,79;15,61;5,052912;0,000004;-2,85;-3,68;18,40;49.168,99;49.377,95;52.528,58;49.169,01;49.168,97;49.377,97;49.377,92;47.791,51;47.791,40
OGLE-LMC-CEP-3176;14,79;15,62;4,800560;0,000003;-2,79;-3,61;18,61;48.218,07;47.891,53;49.542,06;48.218,09;48.218,06;47.891,55;47.891,51;52.744,69;52.744,60
OGLE-LMC-CEP-0189;14,79;15,69;5,919957;0,000017;-3,04;-3,88;18,53;55.541,56;54.295,68;47.665,39;55.541,65;55.541,48;54.295,77;54.295,58;50.752,04;50.751,95
OGLE-LMC-CEP-2142;14,79;15,62;5,331729;0,000056;-2,91;-3,75;18,52;50.903,49;51.009,31;47.888,08;50.903,77;50.903,20;51.009,63;51.009,00;50.638,66;50.637,48
OGLE-LMC-CEP-2265;14,79;15,50;4,628197;0,000002;-2,75;-3,56;18,61;44.620,04;46.901,28;50.728,79;44.620,05;44.620,03;46.901,29;46.901,27;52.677,63;52.677,59
OGLE-LMC-CEP-1012;14,80;15,60;5,190855;0,000006;-2,88;-3,71;18,44;49.789,48;50.316,63;52.082,21;49.789,51;49.789,44;50.316,66;50.316,59;48.863,92;48.863,83
OGLE-LMC-CEP-0392;14,80;15,71;5,812931;0,000021;-3,01;-3,86;18,54;55.486,46;53.955,80;51.365,81;55.486,57;55.486,35;53.955,92;53.955,68;51.121,31;51.121,14
OGLE-LMC-CEP-2608;14,80;15,50;4,975902;0,000006;-2,83;-3,66;18,57;46.337,17;49.198,71;51.101,65;46.337,20;46.337,15;49.198,74;49.198,68;51.694,82;51.694,69
OGLE-LMC-CEP-2146;14,80;15,59;4,920248;0,000003;-2,82;-3,64;18,54;48.119,49;48.892,18;54.757,80;48.119,51;48.119,48;48.892,20;48.892,16;51.075,32;51.075,24
OGLE-LMC-CEP-1719;14,80;16,31;10,487218;0,000055;-3,70;-4,62;18,44;100.330,41;76.829,13;48.430,66;100.330,70;100.330,13;76.829,37;76.828,89;48.682,75;48.681,88
OGLE-LMC-CEP-0997;14,81;15,58;4,508196;0,000012;-2,72;-3,53;18,51;45.691,72;46.449,18;54.239,32;45.691,78;45.691,65;46.449,25;46.449,11;50.317,74;50.317,55
OGLE-LMC-CEP-1029;14,81;15,65;5,637795;0,000017;-2,98;-3,82;18,52;53.173,15;53.102,11;56.478,13;53.173,23;53.173,06;53.102,21;53.102,02;50.580,53;50.580,24
OGLE-LMC-CEP-2572;14,81;15,43;4,412402;0,000004;-2,70;-3,50;18,63;42.194,56;45.878,91;51.988,09;42.194,58;42.194,54;45.878,94;45.878,89;53.231,26;53.231,19
OGLE-LMC-CEP-0169;14,81;15,68;5,776886;0,000021;-3,01;-3,85;18,65;54.593,95;53.929,52;51.000,33;54.594,05;54.593,84;53.929,63;53.929,40;53.753,03;53.752,94
OGLE-LMC-CEP-2903;14,81;15,51;4,356096;0,000006;-2,68;-3,49;18,47;43.478,85;45.612,67;52.579,75;43.478,88;43.478,82;45.612,71;45.612,64;49.407,94;49.407,77
OGLE-LMC-CEP-1398;14,82;15,58;4,544597;0,000007;-2,73;-3,54;18,52;45.909,50;46.909,60;51.469,61;45.909,53;45.909,46;46.909,65;46.909,56;50.624,12;50.624,00
OGLE-LMC-CEP-2234;14,82;15,55;4,641402;0,000002;-2,75;-3,57;18,50;45.728,89;47.503,21;52.250,75;45.728,90;45.728,88;47.503,22;47.503,19;50.147,87;50.147,83
OGLE-LMC-CEP-0615;14,82;15,59;5,099669;0,000128;-2,86;-3,69;18,47;49.139,12;50.271,23;51.604,25;49.139,78;49.138,47;50.271,98;50.270,48;49.427,52;49.426,02
OGLE-LMC-CEP-1308;14,82;15,69;5,148825;0,000006;-2,87;-3,70;18,40;51.552,78;50.583,05;55.171,13;51.552,82;51.552,75;50.583,09;50.583,02;47.915,32;47.915,25
OGLE-LMC-CEP-2191;14,82;15,50;4,207031;0,000002;-2,64;-3,44;18,54;42.403,63;44.860,48;38.996,80;42.403,64;42.403,62;44.860,49;44.860,47;51.148,08;51.148,04
OGLE-LMC-CEP-2864;14,82;15,84;6,270010;0,000050;-3,10;-3,96;17,89;61.452,74;57.023,02;49.646,65;61.453,00;61.452,48;57.023,30;57.022,75;37.916,66;37.915,61
OGLE-LMC-CEP-0889;14,83;15,61;3,168403;0,000003;-2,31;-3,07;18,47;38.322,05;38.001,55;50.590,79;38.322,07;38.322,03;38.001,58;38.001,53;49.419,68;49.419,63
OGLE-LMC-CEP-2910;14,83;15,57;5,108552;0,000004;-2,87;-3,69;18,42;48.532,32;50.579,03;52.203,09;48.532,34;48.532,30;50.579,05;50.579,00;48.262,29;48.262,17
OGLE-LMC-CEP-2611;14,83;15,56;4,729237;0,000004;-2,78;-3,59;18,52;46.552,01;48.348,21;50.815,00;46.552,03;46.551,99;48.348,23;48.348,18;50.530,15;50.530,06
OGLE-LMC-CEP-2668;14,83;15,61;4,820333;0,000004;-2,80;-3,62;18,47;48.013,47;48.946,74;54.273,41;48.013,49;48.013,45;48.946,76;48.946,71;49.531,18;49.531,08
OGLE-LMC-CEP-1517;14,83;15,61;4,813299;0,000003;-2,80;-3,61;18,50;48.042,38;48.926,64;50.031,25;48.042,39;48.042,36;48.926,66;48.926,62;50.209,79;50.209,73
OGLE-LMC-CEP-1793;14,83;15,74;5,625771;0,000005;-2,98;-3,82;18,54;55.334,65;53.722,80;52.235,18;55.334,68;55.334,63;53.722,82;53.722,77;51.114,56;51.114,46
OGLE-LMC-CEP-2687;14,83;15,55;4,185139;0,000002;-2,63;-3,43;18,49;43.410,33;45.031,05;51.853,84;43.410,34;43.410,31;45.031,07;45.031,04;49.836,87;49.836,82
OGLE-LMC-CEP-1904;14,84;15,52;4,071459;0,000002;-2,60;-3,40;18,48;42.112,06;44.338,08;54.666,49;42.112,07;42.112,06;44.338,09;44.338,07;49.681,26;49.681,23
OGLE-LMC-CEP-2243;14,84;15,57;4,333293;0,000006;-2,67;-3,48;18,57;44.551,35;46.102,62;50.485,42;44.551,38;44.551,32;46.102,66;46.102,59;51.651,88;51.651,76
OGLE-LMC-CEP-0877;14,84;15,60;3,783379;0,000014;-2,52;-3,30;18,54;41.916,77;42.536,63;49.494,79;41.916,85;41.916,69;42.536,72;42.536,54;51.133,09;51.132,89
OGLE-LMC-CEP-1045;14,84;15,60;4,743633;0,000012;-2,78;-3,60;18,47;47.407,09;48.681,94;51.791,04;47.407,15;47.407,02;48.682,01;48.681,86;49.494,89;49.494,70
OGLE-LMC-CEP-0971;14,85;15,61;4,812598;0,000007;-2,80;-3,61;18,49;48.038,64;49.193,49;57.506,73;48.038,67;48.038,60;49.193,53;49.193,45;49.810,31;49.810,19
OGLE-LMC-CEP-1945;14,85;16,03;7,685156;0,000013;-3,34;-4,22;18,44;74.840,82;65.039,98;48.657,24;74.840,89;74.840,75;65.040,04;65.039,91;48.720,77;48.720,48
OGLE-LMC-CEP-2075;14,85;15,55;4,167817;0,000005;-2,63;-3,43;18,54;43.214,67;45.147,89;51.427,26;43.214,70;43.214,64;45.147,93;45.147,86;51.044,16;51.044,06
OGLE-LMC-CEP-1778;14,85;15,65;4,831072;0,000003;-2,80;-3,62;18,53;49.009,38;49.396,97;52.263,98;49.009,40;49.009,37;49.396,99;49.396,96;50.860,48;50.860,43
OGLE-LMC-CEP-0882;14,85;15,65;4,789341;0,000015;-2,79;-3,61;18,58;48.782,86;49.232,57;48.720,62;48.782,94;48.782,78;49.232,66;49.232,48;51.959,39;51.959,25
OGLE-LMC-CEP-1843;14,85;15,60;4,483646;0,000003;-2,71;-3,52;18,62;45.895,61;47.332,92;51.143,90;45.895,63;45.895,59;47.332,94;47.332,89;53.027,06;53.026,98
OGLE-LMC-CEP-1560;14,86;15,56;4,205473;0,000002;-2,64;-3,44;18,52;43.623,16;45.600,32;51.948,93;43.623,17;43.623,15;45.600,34;45.600,31;50.590,81;50.590,77
OGLE-LMC-CEP-2468;14,86;15,68;4,920229;0,000009;-2,82;-3,64;18,47;50.201,90;50.077,02;51.333,19;50.201,95;50.201,85;50.077,07;50.076,96;49.354,56;49.354,34
OGLE-LMC-CEP-2551;14,86;15,57;4,427445;0,000003;-2,70;-3,51;18,49;45.003,45;47.064,67;52.195,23;45.003,46;45.003,43;47.064,68;47.064,65;49.997,24;49.997,18
OGLE-LMC-CEP-0571;14,86;15,70;3,079917;0,000012;-2,28;-3,04;18,49;39.452,98;37.919,48;51.640,74;39.453,06;39.452,90;37.919,57;37.919,39;49.775,89;49.775,76
OGLE-LMC-CEP-1009;14,86;15,66;4,907519;0,000006;-2,82;-3,64;18,48;49.650,12;50.068,92;51.760,87;49.650,15;49.650,09;50.068,96;50.068,89;49.706,16;49.706,06
OGLE-LMC-CEP-2543;14,86;15,57;4,088184;0,000003;-2,61;-3,40;18,56;43.247,12;44.899,25;50.789,43;43.247,14;43.247,11;44.899,26;44.899,23;51.521,58;51.521,52
OGLE-LMC-CEP-1999;14,86;15,55;4,155887;0,000002;-2,63;-3,42;18,57;43.069,16;45.362,27;51.155,60;43.069,18;43.069,15;45.362,29;45.362,26;51.770,33;51.770,28
OGLE-LMC-CEP-2279;14,86;15,62;4,132642;0,000003;-2,62;-3,42;18,52;44.449,37;45.252,39;52.437,07;44.449,39;44.449,36;45.252,41;45.252,37;50.602,02;50.601,97
OGLE-LMC-CEP-0824;14,86;15,58;4,363234;0,000007;-2,68;-3,49;18,58;44.818,54;46.785,33;47.823,04;44.818,58;44.818,50;46.785,38;46.785,29;51.917,43;51.917,33
OGLE-LMC-CEP-3143;14,87;15,67;4,727985;0,000005;-2,78;-3,59;18,59;48.873,91;49.148,67;48.872,75;48.873,93;48.873,88;49.148,70;49.148,64;52.291,81;52.291,64
OGLE-LMC-CEP-0401;14,87;15,70;5,320731;0,000019;-2,91;-3,74;18,50;52.731,33;52.761,18;49.690,42;52.731,43;52.731,22;52.761,29;52.761,07;50.004,98;50.004,80
OGLE-LMC-CEP-0850;14,87;15,57;4,413495;0,000011;-2,70;-3,50;18,47;44.948,37;47.192,97;51.148,06;44.948,43;44.948,31;47.193,04;47.192,90;49.529,85;49.529,68
OGLE-LMC-CEP-1797;14,87;15,64;4,620017;0,000003;-2,75;-3,56;18,42;47.502,85;48.520,62;53.890,82;47.502,87;47.502,83;48.520,64;48.520,60;48.199,57;48.199,52
OGLE-LMC-CEP-2314;14,87;15,63;4,654957;0,000004;-2,76;-3,57;18,58;47.475,22;48.761,66;49.875,89;47.475,24;47.475,20;48.761,68;48.761,64;51.896,57;51.896,49
OGLE-LMC-CEP-2682;14,87;15,85;5,784922;0,000022;-3,01;-3,85;18,55;59.002,02;55.511,98;48.322,71;59.002,14;59.001,90;55.512,10;55.511,85;51.237,85;51.237,45
OGLE-LMC-CEP-0745;14,87;15,64;4,687857;0,000011;-2,77;-3,58;18,68;47.940,25;49.012,10;49.695,39;47.940,31;47.940,20;49.012,17;49.012,04;54.419,49;54.419,38
OGLE-LMC-CEP-2153;14,87;15,53;4,145563;0,000004;-2,62;-3,42;18,46;42.774,96;45.546,01;50.699,29;42.774,98;42.774,94;45.546,03;45.545,98;49.252,47;49.252,37
OGLE-LMC-CEP-0225;14,87;15,54;4,432552;0,000007;-2,70;-3,51;18,37;44.556,71;47.423,51;51.162,47;44.556,75;44.556,68;47.423,55;47.423,47;47.233,47;47.233,41
OGLE-LMC-CEP-3018;14,87;15,86;5,762972;0,000026;-3,00;-3,85;18,58;59.181,40;55.462,79;52.181,32;59.181,54;59.181,26;55.462,94;55.462,64;51.944,77;51.944,19
OGLE-LMC-CEP-2250;14,88;15,72;4,834380;0,000003;-2,80;-3,62;18,69;50.517,05;50.012,40;49.192,75;50.517,07;50.517,03;50.012,42;50.012,38;54.705,88;54.705,81
OGLE-LMC-CEP-2763;14,88;15,59;4,013857;0,000008;-2,59;-3,38;18,56;43.062,78;44.780,09;49.280,03;43.062,82;43.062,73;44.780,15;44.780,04;51.500,63;51.500,43
OGLE-LMC-CEP-0759;14,88;15,68;4,993246;0,000007;-2,84;-3,66;18,52;50.644,99;51.033,49;52.768,66;50.645,03;50.644,95;51.033,53;51.033,44;50.541,12;50.541,03
OGLE-LMC-CEP-0926;14,88;15,64;4,675939;0,000004;-2,76;-3,58;18,56;47.853,08;49.095,73;49.529,77;47.853,11;47.853,06;49.095,76;49.095,70;51.418,96;51.418,89
OGLE-LMC-CEP-1114;14,88;15,61;4,140777;0,000006;-2,62;-3,42;18,47;44.189,76;45.661,59;53.892,20;44.189,80;44.189,73;45.661,62;45.661,55;49.484,80;49.484,71
OGLE-LMC-CEP-2001;14,88;15,63;4,133432;0,000003;-2,62;-3,42;18,55;44.597,44;45.613,25;50.899,51;44.597,46;44.597,43;45.613,27;45.613,23;51.379,58;51.379,52
OGLE-LMC-CEP-3092;14,88;15,62;4,709902;0,000020;-2,77;-3,59;18,55;47.707,69;49.308,17;49.956,12;47.707,79;47.707,58;49.308,30;49.308,04;51.378,84;51.378,24
OGLE-LMC-CEP-2256;14,88;15,66;4,638228;0,000003;-2,75;-3,57;18,56;48.065,34;48.926,67;51.225,55;48.065,35;48.065,32;48.926,69;48.926,65;51.468,33;51.468,28
OGLE-LMC-CEP-2356;14,88;15,64;4,608079;0,000015;-2,75;-3,56;18,51;47.480,98;48.736,69;50.531,07;47.481,06;47.480,89;48.736,78;48.736,59;50.397,18;50.396,81
OGLE-LMC-CEP-2340;14,88;15,63;4,431046;0,000005;-2,70;-3,51;18,45;46.391,06;47.632,75;52.604,35;46.391,09;46.391,03;47.632,78;47.632,71;49.086,28;49.086,16
OGLE-LMC-CEP-2936;14,88;15,64;4,725415;0,000011;-2,77;-3,59;18,51;48.189,34;49.518,89;51.216,35;48.189,39;48.189,28;49.518,95;49.518,82;50.415,47;50.415,25
OGLE-LMC-CEP-1019;14,88;15,64;4,670326;0,000004;-2,76;-3,58;18,53;47.822,40;49.196,31;51.945,88;47.822,42;47.822,38;49.196,33;49.196,28;50.813,01;50.812,95
OGLE-LMC-CEP-0886;14,89;15,62;4,380788;0,000003;-2,69;-3,49;18,51;45.791,92;47.418,74;51.959,32;45.791,94;45.791,90;47.418,76;47.418,72;50.323,50;50.323,46
OGLE-LMC-CEP-2428;14,89;15,69;4,867926;0,000027;-2,81;-3,63;18,54;50.054,33;50.497,45;53.160,04;50.054,48;50.054,19;50.497,61;50.497,28;51.119,35;51.118,75
OGLE-LMC-CEP-2876;14,89;15,78;5,408913;0,000006;-2,93;-3,77;18,61;55.268,89;53.823,68;54.134,40;55.268,92;55.268,85;53.823,72;53.823,65;52.670,12;52.669,97
OGLE-LMC-CEP-2226;14,89;15,69;4,656827;0,000003;-2,76;-3,57;18,56;48.995,94;49.247,32;48.852,11;48.995,96;48.995,93;49.247,34;49.247,30;51.547,35;51.547,29
OGLE-LMC-CEP-1010;14,89;15,61;4,803378;0,000010;-2,79;-3,61;18,47;47.945,29;50.189,26;52.980,25;47.945,35;47.945,24;50.189,33;50.189,20;49.398,46;49.398,28
OGLE-LMC-CEP-1225;14,89;15,56;3,965727;0,000002;-2,57;-3,36;18,80;42.218,66;44.808,40;50.002,85;42.218,67;42.218,65;44.808,41;44.808,39;57.506,75;57.506,71
OGLE-LMC-CEP-1609;14,90;15,65;4,734804;0,000006;-2,78;-3,59;18,58;48.552,46;49.852,29;52.043,36;48.552,49;48.552,43;49.852,33;49.852,26;51.944,55;51.944,45
OGLE-LMC-CEP-2828;14,90;15,77;4,920262;0,000004;-2,82;-3,64;18,53;52.278,33;51.008,22;50.625,63;52.278,35;52.278,31;51.008,24;51.008,20;50.894,25;50.894,16
OGLE-LMC-CEP-0484;14,90;15,66;4,416176;0,000009;-2,70;-3,50;18,58;46.908,85;47.866,83;51.232,06;46.908,90;46.908,80;47.866,89;47.866,77;52.103,81;52.103,73
OGLE-LMC-CEP-2027;14,90;15,68;4,475714;0,000005;-2,71;-3,52;18,56;47.616,83;48.250,79;48.419,50;47.616,85;47.616,80;48.250,82;48.250,76;51.425,98;51.425,89
OGLE-LMC-CEP-1914;14,90;15,77;5,006849;0,000007;-2,84;-3,67;18,56;52.816,23;51.636,90;57.551,06;52.816,27;52.816,19;51.636,94;51.636,86;51.423,89;51.423,75
OGLE-LMC-CEP-2511;14,90;15,63;4,421127;0,000007;-2,70;-3,50;18,53;46.378,28;47.965,06;50.140,34;46.378,32;46.378,24;47.965,11;47.965,02;50.750,27;50.750,11
OGLE-LMC-CEP-2121;14,90;15,58;4,078819;0,000007;-2,60;-3,40;18,38;43.293,77;45.755,66;50.591,11;43.293,80;43.293,73;45.755,70;45.755,62;47.511,24;47.511,12
OGLE-LMC-CEP-2450;14,90;15,56;4,115337;0,000002;-2,61;-3,41;18,55;43.141,23;46.020,81;49.746,73;43.141,24;43.141,21;46.020,83;46.020,79;51.266,56;51.266,50
OGLE-LMC-CEP-0442;14,91;15,65;4,327326;0,000006;-2,67;-3,48;18,54;46.231,85;47.486,33;51.434,93;46.231,88;46.231,82;47.486,37;47.486,30;51.149,90;51.149,85
OGLE-LMC-CEP-0502;14,91;15,78;5,270677;0,000018;-2,90;-3,73;18,53;54.510,06;53.415,28;50.509,70;54.510,16;54.509,96;53.415,38;53.415,17;50.791,10;50.790,88
OGLE-LMC-CEP-0274;14,91;15,64;4,525701;0,000005;-2,72;-3,53;18,55;47.134,21;48.795,77;50.534,26;47.134,24;47.134,18;48.795,80;48.795,73;51.227,44;51.227,40
OGLE-LMC-CEP-0210;14,91;15,77;4,787223;0,000030;-2,79;-3,61;18,41;51.423,86;50.482,16;50.581,59;51.424,03;51.423,69;50.482,35;50.481,97;48.088,03;48.087,81
OGLE-LMC-CEP-1122;14,91;15,68;4,691242;0,000012;-2,77;-3,58;18,47;48.985,52;49.875,85;50.347,53;48.985,59;48.985,45;49.875,93;49.875,77;49.353,47;49.353,26
OGLE-LMC-CEP-1190;14,91;15,64;4,278746;0,000018;-2,66;-3,46;18,67;45.637,62;47.211,02;51.220,97;45.637,72;45.637,52;47.211,14;47.210,91;54.239,45;54.239,19
OGLE-LMC-CEP-0123;14,91;15,95;6,888506;0,000020;-3,21;-4,08;18,54;67.913,92;62.751,69;51.286,00;67.914,02;67.913,81;62.751,79;62.751,58;51.123,23;51.123,11
OGLE-LMC-CEP-0700;14,91;15,80;4,910512;0,000017;-2,82;-3,64;18,50;52.925,10;51.301,05;50.911,01;52.925,20;52.925,00;51.301,15;51.300,94;50.031,72;50.031,52
OGLE-LMC-CEP-1851;14,91;15,58;3,898508;0,000002;-2,55;-3,34;18,58;42.338,92;44.702,32;53.229,83;42.338,93;42.338,91;44.702,33;44.702,30;52.058,55;52.058,51
OGLE-LMC-CEP-2316;14,91;15,63;4,321615;0,000010;-2,67;-3,48;18,54;45.670,42;47.536,42;50.546,26;45.670,47;45.670,36;47.536,48;47.536,35;51.033,59;51.033,36
OGLE-LMC-CEP-1633;14,91;15,74;4,937791;0,000009;-2,83;-3,65;18,54;51.730,47;51.494,59;50.727,69;51.730,53;51.730,42;51.494,65;51.494,53;51.069,92;51.069,75
OGLE-LMC-CEP-1730;14,91;15,72;4,608833;0,000010;-2,75;-3,56;18,53;49.380,74;49.419,50;51.623,01;49.380,79;49.380,68;49.419,57;49.419,44;50.736,03;50.735,85
OGLE-LMC-CEP-0592;14,91;15,63;4,152901;0,000008;-2,62;-3,42;18,57;44.833,20;46.463,14;51.555,11;44.833,25;44.833,16;46.463,19;46.463,09;51.760,90;51.760,83
OGLE-LMC-CEP-3256;14,91;15,60;3,971988;0,000005;-2,57;-3,37;18,62;43.158,88;45.265,58;53.005,29;43.158,91;43.158,85;45.265,62;45.265,55;52.980,35;52.980,14
OGLE-LMC-CEP-3283;14,91;15,64;4,385904;0,000010;-2,69;-3,49;18,48;46.308,38;48.023,35;49.921,47;46.308,43;46.308,32;48.023,41;48.023,29;49.651,01;49.650,58
OGLE-LMC-CEP-1052;14,92;15,70;4,316344;0,000012;-2,67;-3,47;18,58;47.222,83;47.655,20;48.714,07;47.222,90;47.222,76;47.655,28;47.655,11;52.082,30;52.082,12
OGLE-LMC-CEP-2350;14,92;15,78;4,606431;0,000010;-2,75;-3,56;18,58;50.656,68;49.540,83;59.217,96;50.656,74;50.656,62;49.540,90;49.540,77;51.937,56;51.937,35
OGLE-LMC-CEP-2831;14,92;15,75;4,863336;0,000006;-2,81;-3,63;18,47;51.525,58;51.194,70;53.445,79;51.525,62;51.525,54;51.194,74;51.194,66;49.372,55;49.372,37
OGLE-LMC-CEP-2000;14,92;15,65;4,690173;0,000018;-2,77;-3,58;18,45;48.307,53;50.122,33;52.808,81;48.307,63;48.307,43;50.122,44;50.122,22;49.016,22;49.015,85
OGLE-LMC-CEP-2638;14,92;15,72;4,650490;0,000005;-2,76;-3,57;18,58;49.618,58;49.914,85;47.694,89;49.618,61;49.618,55;49.914,88;49.914,82;51.945,93;51.945,82
OGLE-LMC-CEP-1794;14,92;15,74;4,332850;0,000002;-2,67;-3,48;18,50;48.088,04;47.873,94;52.862,07;48.088,05;48.088,03;47.873,95;47.873,92;50.009,15;50.009,11
OGLE-LMC-CEP-0437;14,92;15,67;4,516028;0,000009;-2,72;-3,53;18,48;47.691,39;49.116,54;49.536,83;47.691,45;47.691,34;49.116,60;49.116,48;49.565,09;49.565,01
OGLE-LMC-CEP-2414;14,93;15,72;4,659693;0,000012;-2,76;-3,57;18,42;49.670,99;50.112,02;51.587,09;49.671,06;49.670,92;50.112,10;50.111,95;48.338,15;48.337,83
OGLE-LMC-CEP-1321;14,93;15,56;3,801024;0,000005;-2,52;-3,31;18,76;41.273,08;44.439,45;54.178,56;41.273,11;41.273,05;44.439,48;44.439,42;56.478,16;56.478,10
OGLE-LMC-CEP-3195;14,93;15,79;4,958498;0,000005;-2,83;-3,65;18,60;52.858,76;52.076,99;49.120,00;52.858,79;52.858,73;52.077,03;52.076,96;52.491,19;52.490,98
OGLE-LMC-CEP-3253;14,93;15,68;4,333430;0,000008;-2,67;-3,48;18,68;46.867,11;48.054,47;54.035,75;46.867,15;46.867,06;48.054,53;48.054,42;54.486,32;54.485,97
OGLE-LMC-CEP-1440;14,93;15,64;4,289994;0,000007;-2,66;-3,47;18,51;45.828,10;47.788,53;50.403,31;45.828,14;45.828,06;47.788,57;47.788,48;50.305,67;50.305,58
OGLE-LMC-CEP-1899;14,93;15,60;3,953530;0,000001;-2,57;-3,36;18,52;43.012,04;45.515,71;53.121,59;43.012,05;43.012,03;45.515,72;45.515,70;50.647,33;50.647,30
OGLE-LMC-CEP-0044;14,93;15,58;4,035741;0,000005;-2,59;-3,39;18,68;43.108,51;46.120,48;50.776,48;43.108,54;43.108,48;46.120,52;46.120,45;54.511,70;54.511,69
OGLE-LMC-CEP-1396;14,93;15,70;4,286920;0,000002;-2,66;-3,46;18,57;47.094,01;47.812,11;49.954,44;47.094,02;47.093,99;47.812,13;47.812,10;51.791,05;51.791,02
OGLE-LMC-CEP-1284;14,93;15,59;3,828893;0,000004;-2,53;-3,32;18,44;42.030,17;44.715,85;50.961,12;42.030,19;42.030,15;44.715,88;44.715,83;48.814,69;48.814,63
OGLE-LMC-CEP-1461;14,94;15,75;4,717817;0,000005;-2,77;-3,59;18,70;50.719,82;50.670,35;51.912,34;50.719,85;50.719,79;50.670,38;50.670,32;54.883,10;54.883,02
OGLE-LMC-CEP-1969;14,94;15,72;4,680073;0,000004;-2,76;-3,58;18,44;49.695,25;50.451,34;45.959,32;49.695,27;49.695,23;50.451,37;50.451,32;48.714,11;48.714,03
OGLE-LMC-CEP-0239;14,94;15,70;4,750805;0,000013;-2,78;-3,60;18,50;49.704,27;50.928,32;50.314,86;49.704,34;49.704,20;50.928,40;50.928,23;50.097,17;50.097,06
OGLE-LMC-CEP-2419;14,94;15,87;5,345680;0,000007;-2,92;-3,75;18,49;57.247,11;54.667,16;49.890,43;57.247,15;57.247,07;54.667,20;54.667,12;49.837,22;49.837,07
OGLE-LMC-CEP-1777;14,94;15,75;4,634867;0,000009;-2,75;-3,57;18,60;50.056,89;50.229,38;49.947,57;50.056,95;50.056,84;50.229,44;50.229,32;52.515,32;52.515,14
OGLE-LMC-CEP-0845;14,94;15,70;4,418767;0,000009;-2,70;-3,50;18,45;47.839,96;48.841,24;50.624,06;47.840,01;47.839,91;48.841,30;48.841,18;48.957,25;48.957,12
OGLE-LMC-CEP-1373;14,94;15,73;4,622506;0,000004;-2,75;-3,56;18,45;49.550,10;50.195,63;49.782,33;49.550,12;49.550,08;50.195,65;50.195,61;49.040,45;49.040,40
OGLE-LMC-CEP-0553;14,94;15,74;4,692348;0,000010;-2,77;-3,58;18,52;50.179,04;50.670,06;50.090,39;50.179,10;50.178,99;50.670,12;50.670,00;50.495,72;50.495,62
OGLE-LMC-CEP-2418;14,94;15,75;4,174311;0,000007;-2,63;-3,43;18,65;47.532,68;47.254,25;58.594,69;47.532,72;47.532,64;47.254,30;47.254,21;53.633,80;53.633,64
OGLE-LMC-CEP-0105;14,94;15,74;4,740762;0,000046;-2,78;-3,60;18,45;50.478,09;51.028,29;52.915,95;50.478,35;50.477,83;51.028,59;51.028,00;49.044,36;49.044,09
OGLE-LMC-CEP-1142;14,95;15,86;4,430191;0,000024;-2,70;-3,51;18,44;51.569,11;49.051,88;49.747,38;51.569,25;51.568,96;49.052,03;49.051,72;48.673,88;48.673,47
OGLE-LMC-CEP-1680;14,95;15,75;4,498424;0,000004;-2,72;-3,53;18,45;49.332,63;49.524,01;52.726,81;49.332,65;49.332,60;49.524,04;49.523,98;48.999,67;48.999,58
OGLE-LMC-CEP-0869;14,95;15,63;4,050861;0,000004;-2,60;-3,39;18,23;44.078,85;46.543,90;51.132,99;44.078,88;44.078,83;46.543,93;46.543,87;44.173,67;44.173,61
OGLE-LMC-CEP-1110;14,95;15,72;4,934280;0,000042;-2,82;-3,65;18,56;51.071,84;52.357,31;50.697,87;51.072,07;51.071,61;52.357,58;52.357,05;51.566,97;51.566,35
OGLE-LMC-CEP-2244;14,95;15,68;4,226975;0,000002;-2,65;-3,45;18,51;46.227,44;47.762,75;51.848,03;46.227,45;46.227,43;47.762,76;47.762,73;50.392,91;50.392,86
OGLE-LMC-CEP-3050;14,95;15,87;4,796293;0,000005;-2,79;-3,61;18,68;54.075,89;51.526,23;51.262,63;54.075,92;54.075,86;51.526,26;51.526,20;54.422,10;54.422,00
OGLE-LMC-CEP-1081;14,95;15,60;4,200008;0,000009;-2,64;-3,44;18,57;44.444,25;47.624,57;50.515,37;44.444,30;44.444,20;47.624,63;47.624,50;51.648,39;51.648,26
OGLE-LMC-CEP-2826;14,95;15,78;4,812791;0,000004;-2,80;-3,61;18,52;51.951,73;51.679,47;57.042,58;51.951,75;51.951,70;51.679,49;51.679,44;50.515,42;50.515,32
OGLE-LMC-CEP-0479;14,95;15,63;3,914530;0,000014;-2,56;-3,35;18,45;43.320,24;45.729,10;48.692,27;43.320,32;43.320,17;45.729,19;45.729,00;49.068,58;49.068,45
OGLE-LMC-CEP-1631;14,96;15,68;4,123142;0,000002;-2,62;-3,41;18,43;45.533,59;47.189,48;53.960,06;45.533,61;45.533,58;47.189,50;47.189,47;48.622,80;48.622,75
OGLE-LMC-CEP-2353;14,96;15,71;4,508870;0,000009;-2,72;-3,53;18,55;48.604,02;49.798,56;53.396,02;48.604,07;48.603,97;49.798,62;49.798,50;51.263,16;51.262,97
OGLE-LMC-CEP-1192;14,96;15,72;4,956142;0,000009;-2,83;-3,65;18,68;51.310,56;52.713,61;52.018,62;51.310,61;51.310,51;52.713,67;52.713,55;54.472,82;54.472,75
